ot_id,tipo_ot,prioridad,zona,canal_origen,sla_objetivo_horas,estado_final,fecha_creacion,fecha_cierre,lead_time_horas,cantidad_eventos,cantidad_loops,tuvo_loop,fuera_sla
OT_00565,Reparación,Baja,Oeste,Call center,168,Cerrada,2026-02-01T13:49:34Z,2026-02-03T09:00:22Z,43.18,11,2,1,0
OT_00566,Mantenimiento,Media,Sur,Web,96,Cerrada,2026-03-26T14:53:40Z,2026-03-28T01:14:04Z,34.34,9,0,0,0
OT_00567,Inspección,Baja,Norte,Comercial,168,Cerrada,2026-03-16T07:52:36Z,2026-03-19T18:22:00Z,82.49,11,2,1,0
OT_00568,Inspección,Media,Norte,Call center,96,Cerrada,2026-01-20T22:35:00Z,2026-01-22T14:58:24Z,40.39,9,0,0,0
OT_00569,Mantenimiento,Media,Centro,Web,96,Cerrada,2026-03-27T13:33:55Z,2026-03-29T12:22:31Z,46.81,11,2,1,0
OT_00570,Instalación,Media,Oeste,Call center,96,Cerrada,2026-02-24T08:28:28Z,2026-02-25T22:42:16Z,38.23,9,0,0,0
OT_00571,Inspección,Media,Sur,Web,96,Cerrada,2026-03-13T14:22:22Z,2026-03-16T16:09:46Z,73.79,15,6,1,0
OT_00572,Inspección,Media,Sur,Sistema,96,Cerrada,2026-03-17T04:14:44Z,2026-03-19T03:23:44Z,47.15,9,0,0,0
OT_00573,Reparación,Alta,Este,Comercial,48,Cerrada,2026-01-30T09:08:55Z,2026-01-31T17:05:19Z,31.94,11,2,1,0
OT_00574,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-03-07T13:00:54Z,2026-03-08T23:08:42Z,34.13,9,0,0,0
OT_00575,Reparación,Media,Sur,Call center,96,Cerrada,2026-03-25T23:01:21Z,2026-03-27T18:53:33Z,43.87,9,0,0,0
OT_00576,Instalación,Media,Oeste,Web,96,Cerrada,2026-01-28T20:37:16Z,2026-01-29T19:30:04Z,22.88,9,0,0,0
OT_00577,Mantenimiento,Crítica,Oeste,Call center,24,Cerrada,2026-01-12T23:02:20Z,2026-01-15T18:10:44Z,67.14,11,2,1,1
OT_00578,Reparación,Media,Norte,Call center,96,Cerrada,2026-01-12T05:39:40Z,2026-01-14T19:06:40Z,61.45,13,4,1,0
OT_00579,Reparación,Media,Este,Call center,96,Cerrada,2026-01-14T01:24:16Z,2026-01-15T04:31:28Z,27.12,9,0,0,0
OT_00580,Instalación,Baja,Oeste,Comercial,168,Cerrada,2026-01-10T19:03:01Z,2026-01-11T21:44:25Z,26.69,9,0,0,0
OT_00581,Inspección,Crítica,Norte,Call center,24,Cerrada,2026-02-12T14:45:32Z,2026-02-14T21:23:56Z,54.64,17,8,1,1
OT_00582,Mantenimiento,Media,Oeste,Web,96,Cerrada,2026-03-17T16:04:35Z,2026-03-18T18:04:35Z,26,9,0,0,0
OT_00583,Reparación,Crítica,Oeste,Call center,24,Cerrada,2026-02-21T20:46:55Z,2026-02-22T19:30:07Z,22.72,9,0,0,0
OT_00584,Reparación,Media,Sur,Comercial,96,Cerrada,2026-01-06T14:52:10Z,2026-01-10T19:59:58Z,101.13,15,6,1,1
OT_00585,Reparación,Alta,Sur,Web,48,Cerrada,2026-02-13T08:34:29Z,2026-02-15T11:45:17Z,51.18,9,0,0,1
OT_00586,Inspección,Crítica,Este,Sistema,24,Cerrada,2026-02-14T04:27:51Z,2026-02-15T00:02:39Z,19.58,9,0,0,0
OT_00587,Instalación,Baja,Sur,Comercial,168,Cerrada,2026-01-27T00:01:51Z,2026-01-29T00:13:15Z,48.19,9,0,0,0
OT_00588,Mantenimiento,Media,Este,Sistema,96,Cerrada,2026-01-01T19:14:26Z,2026-01-03T20:54:38Z,49.67,9,0,0,0
OT_00589,Reparación,Media,Centro,Web,96,Cerrada,2026-01-25T19:30:03Z,2026-01-26T18:29:27Z,22.99,9,0,0,0
OT_00590,Reparación,Media,Norte,Comercial,96,Cerrada,2026-02-17T16:26:45Z,2026-02-19T04:53:09Z,36.44,9,0,0,0
OT_00591,Reparación,Baja,Centro,Call center,168,Cerrada,2026-01-21T02:24:49Z,2026-01-21T17:16:25Z,14.86,9,0,0,0
OT_00592,Instalación,Media,Norte,Comercial,96,Cerrada,2026-03-10T01:33:13Z,2026-03-11T04:20:01Z,26.78,9,0,0,0
OT_00593,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-01-01T19:18:08Z,2026-01-02T15:51:44Z,20.56,9,0,0,0
OT_00594,Inspección,Media,Oeste,Comercial,96,Cerrada,2026-01-08T09:14:47Z,2026-01-09T11:42:23Z,26.46,9,0,0,0
OT_00595,Reparación,Media,Norte,Call center,96,Cerrada,2026-03-28T09:56:33Z,2026-03-30T09:03:09Z,47.11,15,6,1,0
OT_00596,Mantenimiento,Baja,Centro,Call center,168,Cerrada,2026-03-24T20:06:38Z,2026-03-28T07:03:38Z,82.95,17,8,1,0
OT_00597,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-02-02T04:10:39Z,2026-02-03T00:10:03Z,19.99,9,0,0,0
OT_00598,Instalación,Baja,Este,Call center,168,Cerrada,2026-01-06T14:52:01Z,2026-01-07T08:42:25Z,17.84,9,0,0,0
OT_00599,Reparación,Media,Oeste,Web,96,Cerrada,2026-02-13T04:00:42Z,2026-02-15T04:54:42Z,48.9,11,2,1,0
OT_00600,Inspección,Media,Centro,Call center,96,Cerrada,2026-01-02T16:11:23Z,2026-01-03T12:02:23Z,19.85,9,0,0,0
OT_00601,Reparación,Baja,Sur,Call center,168,Cerrada,2026-03-04T05:05:55Z,2026-03-05T09:26:19Z,28.34,11,2,1,0
OT_00602,Instalación,Crítica,Centro,Call center,24,Cerrada,2026-02-10T17:50:01Z,2026-02-12T04:54:13Z,35.07,9,0,0,1
OT_00603,Inspección,Media,Este,Call center,96,Cerrada,2026-03-04T13:04:47Z,2026-03-06T09:12:35Z,44.13,9,0,0,0
OT_00604,Reparación,Alta,Norte,Web,48,Cerrada,2026-02-24T12:20:25Z,2026-03-01T04:23:25Z,112.05,15,6,1,1
OT_00605,Reparación,Media,Este,Call center,96,Cerrada,2026-03-15T18:58:25Z,2026-03-17T20:59:01Z,50.01,11,2,1,0
OT_00606,Instalación,Crítica,Norte,Sistema,24,Cerrada,2026-02-24T21:51:20Z,2026-02-27T07:38:08Z,57.78,9,0,0,1
OT_00607,Inspección,Media,Oeste,Comercial,96,Cerrada,2026-03-04T08:07:01Z,2026-03-05T10:40:01Z,26.55,9,0,0,0
OT_00608,Mantenimiento,Baja,Oeste,Call center,168,Cerrada,2026-01-21T03:36:19Z,2026-01-22T16:43:31Z,37.12,9,0,0,0
OT_00609,Mantenimiento,Alta,Este,Call center,48,Cerrada,2026-01-12T21:40:01Z,2026-01-14T00:43:01Z,27.05,9,0,0,0
OT_00610,Instalación,Baja,Centro,Call center,168,Cerrada,2026-03-09T18:15:43Z,2026-03-11T15:14:31Z,44.98,9,0,0,0
OT_00611,Reparación,Crítica,Sur,Sistema,24,Cerrada,2026-02-02T00:27:46Z,2026-02-06T05:27:46Z,101,13,4,1,1
OT_00612,Mantenimiento,Baja,Norte,Comercial,168,Cerrada,2026-01-16T23:05:31Z,2026-01-20T00:27:43Z,73.37,9,0,0,0
OT_00613,Mantenimiento,Alta,Este,Sistema,48,Cerrada,2026-03-22T20:48:43Z,2026-03-24T10:48:07Z,37.99,9,0,0,0
OT_00614,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-02-16T10:26:22Z,2026-02-18T07:00:34Z,44.57,9,0,0,0
OT_00615,Instalación,Media,Centro,Sistema,96,Cerrada,2026-02-26T07:00:31Z,2026-02-27T13:44:19Z,30.73,11,2,1,0
OT_00616,Mantenimiento,Crítica,Este,Sistema,24,Cerrada,2026-03-30T20:48:48Z,2026-04-04T08:50:36Z,108.03,15,6,1,1
OT_00617,Mantenimiento,Alta,Centro,Web,48,Cerrada,2026-02-08T04:05:39Z,2026-02-09T05:29:03Z,25.39,9,0,0,0
OT_00618,Instalación,Media,Centro,Call center,96,Cerrada,2026-02-19T14:39:14Z,2026-02-21T17:20:38Z,50.69,9,0,0,0
OT_00619,Mantenimiento,Media,Centro,Call center,96,Cerrada,2026-03-09T17:48:57Z,2026-03-10T21:35:09Z,27.77,9,0,0,0
OT_00620,Mantenimiento,Media,Este,Sistema,96,Cerrada,2026-02-24T22:45:33Z,2026-02-25T20:50:21Z,22.08,9,0,0,0
OT_00621,Inspección,Alta,Centro,Web,48,Cerrada,2026-03-29T16:19:49Z,2026-03-31T02:04:49Z,33.75,9,0,0,0
OT_00622,Mantenimiento,Baja,Norte,Web,168,Cerrada,2026-01-08T05:16:07Z,2026-01-09T14:52:43Z,33.61,9,0,0,0
OT_00623,Reparación,Baja,Este,Call center,168,Cerrada,2026-02-09T05:06:46Z,2026-02-09T23:21:10Z,18.24,9,0,0,0
OT_00624,Reparación,Baja,Norte,Sistema,168,Cerrada,2026-03-31T06:34:47Z,2026-04-02T04:22:11Z,45.79,9,0,0,0
OT_00625,Reparación,Baja,Centro,Web,168,Cerrada,2026-01-22T06:19:51Z,2026-01-24T09:33:03Z,51.22,9,0,0,0
OT_00626,Mantenimiento,Media,Norte,Call center,96,Cerrada,2026-02-15T17:57:11Z,2026-02-18T04:39:11Z,58.7,11,2,1,0
OT_00627,Reparación,Media,Sur,Web,96,Cerrada,2026-02-19T10:14:45Z,2026-02-20T13:21:57Z,27.12,9,0,0,0
OT_00628,Mantenimiento,Media,Este,Web,96,Cerrada,2026-01-05T09:21:53Z,2026-01-07T15:06:53Z,53.75,11,2,1,0
OT_00629,Instalación,Media,Sur,Web,96,Cerrada,2026-01-08T20:41:52Z,2026-01-11T17:47:52Z,69.1,11,2,1,0
OT_00630,Reparación,Media,Este,Comercial,96,Cerrada,2026-01-16T02:38:59Z,2026-01-17T14:57:35Z,36.31,9,0,0,0
OT_00631,Reparación,Baja,Centro,Call center,168,Cerrada,2026-02-16T23:45:31Z,2026-02-19T02:49:43Z,51.07,9,0,0,0
OT_00632,Mantenimiento,Media,Sur,Web,96,Cerrada,2026-01-21T17:56:50Z,2026-01-23T14:56:50Z,45,11,2,1,0
OT_00633,Reparación,Baja,Sur,Web,168,Cerrada,2026-02-05T07:44:41Z,2026-02-06T15:51:53Z,32.12,9,0,0,0
OT_00634,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-02-18T03:28:35Z,2026-02-19T07:38:47Z,28.17,9,0,0,0
OT_00635,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-02-04T04:41:31Z,2026-02-05T14:25:55Z,33.74,9,0,0,0
OT_00636,Instalación,Media,Centro,Call center,96,Cerrada,2026-02-16T22:10:23Z,2026-02-20T17:24:47Z,91.24,13,4,1,0
OT_00637,Reparación,Media,Oeste,Call center,96,Cerrada,2026-02-19T09:17:04Z,2026-02-25T07:08:04Z,141.85,15,6,1,1
OT_00638,Inspección,Alta,Norte,Sistema,48,Cerrada,2026-02-27T09:34:20Z,2026-03-01T01:17:32Z,39.72,9,0,0,0
OT_00639,Instalación,Baja,Oeste,Call center,168,Cerrada,2026-02-25T15:02:19Z,2026-02-26T20:08:55Z,29.11,9,0,0,0
OT_00640,Mantenimiento,Alta,Centro,Comercial,48,Cerrada,2026-02-05T04:18:15Z,2026-02-06T19:27:15Z,39.15,9,0,0,0
OT_00641,Instalación,Alta,Norte,Sistema,48,Cerrada,2026-01-13T13:32:21Z,2026-01-14T04:10:45Z,14.64,9,0,0,0
OT_00642,Mantenimiento,Alta,Oeste,Web,48,Cerrada,2026-02-09T07:49:51Z,2026-02-10T21:15:39Z,37.43,9,0,0,0
OT_00643,Instalación,Media,Norte,Sistema,96,Cerrada,2026-03-02T06:50:58Z,2026-03-02T22:26:58Z,15.6,9,0,0,0
OT_00644,Instalación,Media,Norte,Comercial,96,Cerrada,2026-03-02T13:14:43Z,2026-03-03T22:01:31Z,32.78,9,0,0,0
OT_00645,Mantenimiento,Crítica,Sur,Call center,24,Cerrada,2026-02-28T14:12:38Z,2026-03-01T07:40:14Z,17.46,9,0,0,0
OT_00646,Mantenimiento,Media,Sur,Web,96,Cerrada,2026-02-06T13:24:19Z,2026-02-07T08:00:19Z,18.6,9,0,0,0
OT_00647,Instalación,Media,Norte,Call center,96,Cerrada,2026-02-02T17:47:48Z,2026-02-04T00:25:36Z,30.63,11,2,1,0
OT_00648,Instalación,Media,Centro,Call center,96,Cerrada,2026-02-28T22:55:21Z,2026-03-01T19:13:21Z,20.3,9,0,0,0
OT_00649,Mantenimiento,Media,Sur,Comercial,96,Cerrada,2026-02-07T15:23:35Z,2026-02-09T13:25:23Z,46.03,9,0,0,0
OT_00650,Instalación,Media,Oeste,Comercial,96,Cerrada,2026-01-02T12:50:15Z,2026-01-03T20:27:27Z,31.62,9,0,0,0
OT_00651,Instalación,Baja,Norte,Call center,168,Cerrada,2026-02-10T10:48:37Z,2026-02-11T17:34:13Z,30.76,9,0,0,0
OT_00652,Mantenimiento,Crítica,Norte,Call center,24,Cerrada,2026-01-16T20:08:27Z,2026-01-18T02:37:51Z,30.49,9,0,0,1
OT_00653,Instalación,Media,Sur,Call center,96,Cerrada,2026-02-05T08:50:00Z,2026-02-06T12:09:48Z,27.33,9,0,0,0
OT_00654,Reparación,Media,Sur,Web,96,Cerrada,2026-03-01T09:36:29Z,2026-03-04T11:05:17Z,73.48,13,4,1,0
OT_00655,Reparación,Alta,Centro,Call center,48,Cerrada,2026-01-07T22:33:07Z,2026-01-10T07:01:55Z,56.48,11,2,1,1
OT_00656,Mantenimiento,Media,Oeste,Call center,96,Cerrada,2026-02-05T15:55:43Z,2026-02-06T10:57:31Z,19.03,9,0,0,0
OT_00657,Inspección,Alta,Centro,Call center,48,Cerrada,2026-01-18T09:34:22Z,2026-01-19T05:19:58Z,19.76,9,0,0,0
OT_00658,Instalación,Baja,Oeste,Web,168,Cerrada,2026-01-09T10:58:42Z,2026-01-10T02:34:06Z,15.59,9,0,0,0
OT_00659,Inspección,Media,Oeste,Call center,96,Cerrada,2026-02-12T00:14:00Z,2026-02-12T22:20:36Z,22.11,9,0,0,0
OT_00660,Mantenimiento,Alta,Centro,Web,48,Cerrada,2026-03-14T18:41:18Z,2026-03-15T22:02:18Z,27.35,9,0,0,0
OT_00661,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-03-05T21:02:19Z,2026-03-09T04:11:19Z,79.15,11,2,1,1
OT_00662,Reparación,Baja,Este,Sistema,168,Cerrada,2026-03-13T13:00:02Z,2026-03-14T23:24:02Z,34.4,9,0,0,0
OT_00663,Instalación,Media,Oeste,Comercial,96,Cerrada,2026-01-28T07:11:24Z,2026-01-30T00:35:24Z,41.4,9,0,0,0
OT_00664,Reparación,Baja,Este,Sistema,168,Cerrada,2026-02-21T02:16:25Z,2026-02-22T14:18:13Z,36.03,9,0,0,0
OT_00665,Reparación,Baja,Este,Call center,168,Cerrada,2026-03-12T23:39:00Z,2026-03-15T09:37:12Z,57.97,11,2,1,0
OT_00666,Reparación,Media,Sur,Call center,96,Cerrada,2026-01-23T16:44:43Z,2026-01-26T05:20:07Z,60.59,13,4,1,0
OT_00667,Mantenimiento,Baja,Este,Web,168,Cerrada,2026-01-08T21:31:29Z,2026-01-11T06:18:53Z,56.79,13,4,1,0
OT_00668,Inspección,Baja,Oeste,Comercial,168,Cerrada,2026-03-06T03:38:30Z,2026-03-07T05:00:42Z,25.37,9,0,0,0
OT_00669,Mantenimiento,Crítica,Norte,Call center,24,Cerrada,2026-03-09T06:19:44Z,2026-03-10T05:10:44Z,22.85,9,0,0,0
OT_00670,Reparación,Alta,Sur,Comercial,48,Cerrada,2026-01-04T14:47:26Z,2026-01-06T20:21:02Z,53.56,11,2,1,1
OT_00671,Inspección,Baja,Centro,Web,168,Cerrada,2026-03-02T14:51:16Z,2026-03-03T12:23:40Z,21.54,9,0,0,0
OT_00672,Reparación,Media,Sur,Call center,96,Cerrada,2026-02-24T07:20:38Z,2026-02-27T00:22:26Z,65.03,11,2,1,0
OT_00673,Reparación,Baja,Este,Call center,168,Cerrada,2026-03-11T08:57:00Z,2026-03-12T03:55:12Z,18.97,9,0,0,0
OT_00674,Mantenimiento,Alta,Oeste,Call center,48,Cerrada,2026-02-12T13:29:30Z,2026-02-13T09:01:54Z,19.54,9,0,0,0
OT_00675,Reparación,Baja,Centro,Call center,168,Cerrada,2026-02-13T12:04:22Z,2026-02-14T06:00:10Z,17.93,9,0,0,0
OT_00676,Mantenimiento,Crítica,Oeste,Call center,24,Cerrada,2026-02-07T08:35:52Z,2026-02-14T11:13:40Z,170.63,15,6,1,1
OT_00677,Instalación,Baja,Norte,Call center,168,Cerrada,2026-03-10T12:13:44Z,2026-03-11T08:34:08Z,20.34,9,0,0,0
OT_00678,Reparación,Baja,Norte,Web,168,Cerrada,2026-01-03T11:44:01Z,2026-01-05T10:11:37Z,46.46,11,2,1,0
OT_00679,Instalación,Baja,Norte,Call center,168,Cerrada,2026-01-13T07:24:53Z,2026-01-14T17:24:53Z,34,9,0,0,0
OT_00680,Reparación,Media,Este,Sistema,96,Cerrada,2026-01-02T19:56:05Z,2026-01-05T21:35:05Z,73.65,15,6,1,0
OT_00681,Mantenimiento,Baja,Norte,Call center,168,Cerrada,2026-03-12T20:41:11Z,2026-03-13T15:38:11Z,18.95,9,0,0,0
OT_00682,Reparación,Alta,Centro,Call center,48,Cerrada,2026-03-27T05:04:28Z,2026-03-29T05:36:52Z,48.54,15,6,1,1
OT_00683,Instalación,Baja,Este,Web,168,Cerrada,2026-02-18T03:16:25Z,2026-02-22T03:00:49Z,95.74,17,8,1,0
OT_00684,Reparación,Media,Norte,Call center,96,Cerrada,2026-02-08T08:03:17Z,2026-02-09T13:39:53Z,29.61,9,0,0,0
OT_00685,Reparación,Baja,Centro,Call center,168,Cerrada,2026-03-09T04:15:52Z,2026-03-11T10:30:16Z,54.24,11,2,1,0
OT_00686,Mantenimiento,Media,Sur,Sistema,96,Cerrada,2026-02-23T04:50:00Z,2026-02-24T20:35:36Z,39.76,9,0,0,0
OT_00687,Reparación,Baja,Centro,Call center,168,Cerrada,2026-03-21T10:20:07Z,2026-03-24T13:36:55Z,75.28,13,4,1,0
OT_00688,Reparación,Media,Este,Call center,96,Cerrada,2026-02-18T01:46:47Z,2026-02-19T23:34:11Z,45.79,11,2,1,0
OT_00689,Reparación,Media,Norte,Comercial,96,Cerrada,2026-02-25T10:29:28Z,2026-02-28T03:16:52Z,64.79,9,0,0,0
OT_00690,Mantenimiento,Media,Norte,Comercial,96,Cerrada,2026-01-11T08:07:47Z,2026-01-13T01:08:23Z,41.01,9,0,0,0
OT_00691,Inspección,Crítica,Centro,Call center,24,Cerrada,2026-03-08T23:36:24Z,2026-03-10T01:30:24Z,25.9,9,0,0,1
OT_00692,Instalación,Media,Centro,Sistema,96,Cerrada,2026-01-14T06:48:41Z,2026-01-15T11:41:29Z,28.88,9,0,0,0
OT_00693,Inspección,Alta,Este,Sistema,48,Cerrada,2026-02-09T18:39:54Z,2026-02-10T16:09:54Z,21.5,11,2,1,0
OT_00694,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-02-05T02:58:23Z,2026-02-06T08:59:35Z,30.02,9,0,0,0
OT_00695,Instalación,Media,Sur,Call center,96,Cerrada,2026-01-14T12:14:14Z,2026-01-15T10:47:14Z,22.55,9,0,0,0
OT_00696,Mantenimiento,Baja,Sur,Sistema,168,Cerrada,2026-03-09T19:35:10Z,2026-03-10T20:15:22Z,24.67,11,2,1,0
OT_00697,Reparación,Media,Oeste,Call center,96,Cerrada,2026-03-15T06:37:39Z,2026-03-16T13:44:15Z,31.11,9,0,0,0
OT_00698,Reparación,Media,Sur,Web,96,Cerrada,2026-01-30T06:21:42Z,2026-02-01T09:34:18Z,51.21,9,0,0,0
OT_00699,Instalación,Alta,Sur,Call center,48,Cerrada,2026-03-22T05:25:39Z,2026-03-23T15:48:27Z,34.38,9,0,0,0
OT_00700,Inspección,Baja,Oeste,Call center,168,Cerrada,2026-02-03T04:47:07Z,2026-02-05T00:53:43Z,44.11,9,0,0,0
OT_00701,Reparación,Media,Norte,Web,96,Cerrada,2026-02-19T08:05:02Z,2026-02-20T06:44:02Z,22.65,9,0,0,0
OT_00702,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-01-15T03:12:13Z,2026-01-16T01:24:13Z,22.2,9,0,0,0
OT_00703,Reparación,Media,Oeste,Call center,96,Cerrada,2026-01-19T17:31:38Z,2026-01-21T03:16:02Z,33.74,9,0,0,0
OT_00704,Reparación,Crítica,Sur,Comercial,24,Cerrada,2026-03-19T21:04:30Z,2026-03-24T13:30:18Z,112.43,13,4,1,1
OT_00705,Instalación,Baja,Este,Call center,168,Cerrada,2026-01-02T16:18:01Z,2026-01-04T02:45:37Z,34.46,9,0,0,0
OT_00706,Reparación,Media,Centro,Call center,96,Cerrada,2026-01-30T17:45:33Z,2026-02-01T23:46:09Z,54.01,13,4,1,0
OT_00707,Inspección,Crítica,Centro,Call center,24,Cerrada,2026-01-14T19:30:17Z,2026-01-17T06:11:05Z,58.68,13,4,1,1
OT_00708,Instalación,Media,Centro,Call center,96,Cerrada,2026-03-23T13:01:49Z,2026-03-26T19:07:49Z,78.1,15,6,1,0
OT_00709,Mantenimiento,Alta,Centro,Call center,48,Cerrada,2026-03-29T14:16:47Z,2026-03-30T10:58:11Z,20.69,9,0,0,0
OT_00710,Reparación,Media,Centro,Web,96,Cerrada,2026-02-25T18:29:04Z,2026-02-27T13:25:28Z,42.94,13,4,1,0
OT_00711,Inspección,Crítica,Sur,Call center,24,Cerrada,2026-03-02T05:55:12Z,2026-03-03T16:19:48Z,34.41,9,0,0,1
OT_00712,Reparación,Alta,Oeste,Call center,48,Cerrada,2026-03-15T09:30:12Z,2026-03-20T21:26:36Z,131.94,17,8,1,1
OT_00713,Reparación,Media,Sur,Call center,96,Cerrada,2026-01-04T09:07:31Z,2026-01-05T13:08:43Z,28.02,9,0,0,0
OT_00714,Reparación,Media,Este,Call center,96,Cerrada,2026-01-30T08:03:06Z,2026-02-02T22:33:06Z,86.5,15,6,1,0
OT_00715,Mantenimiento,Alta,Norte,Call center,48,Cerrada,2026-01-24T18:58:35Z,2026-01-25T10:51:23Z,15.88,9,0,0,0
OT_00716,Mantenimiento,Alta,Centro,Web,48,Cerrada,2026-02-18T21:55:07Z,2026-02-20T03:15:31Z,29.34,9,0,0,0
OT_00717,Instalación,Baja,Sur,Web,168,Cerrada,2026-02-17T10:11:16Z,2026-02-20T03:37:04Z,65.43,13,4,1,0
OT_00718,Inspección,Baja,Este,Web,168,Cerrada,2026-01-09T16:16:15Z,2026-01-11T15:23:27Z,47.12,11,2,1,0
OT_00719,Instalación,Baja,Este,Call center,168,Cerrada,2026-03-25T22:32:55Z,2026-03-27T04:13:43Z,29.68,9,0,0,0
OT_00720,Reparación,Media,Sur,Sistema,96,Cerrada,2026-01-02T16:51:42Z,2026-01-05T07:24:42Z,62.55,13,4,1,0
OT_00721,Reparación,Alta,Centro,Comercial,48,Cerrada,2026-03-15T19:53:11Z,2026-03-17T16:53:11Z,45,13,4,1,0
OT_00722,Inspección,Crítica,Este,Call center,24,Cerrada,2026-03-28T23:12:56Z,2026-03-30T10:25:32Z,35.21,9,0,0,1
OT_00723,Reparación,Media,Norte,Call center,96,Cerrada,2026-03-29T02:40:34Z,2026-03-30T03:37:34Z,24.95,13,4,1,0
OT_00724,Mantenimiento,Alta,Oeste,Web,48,Cerrada,2026-01-20T15:07:07Z,2026-01-21T19:30:31Z,28.39,9,0,0,0
OT_00725,Reparación,Alta,Oeste,Web,48,Cerrada,2026-03-08T19:53:10Z,2026-03-12T01:50:10Z,77.95,13,4,1,1
OT_00726,Mantenimiento,Media,Sur,Call center,96,Cerrada,2026-03-08T02:40:42Z,2026-03-12T10:18:30Z,103.63,15,6,1,1
OT_00727,Reparación,Media,Este,Call center,96,Cerrada,2026-01-16T21:50:18Z,2026-01-18T00:47:54Z,26.96,9,0,0,0
OT_00728,Mantenimiento,Media,Este,Call center,96,Cerrada,2026-02-10T06:53:18Z,2026-02-11T22:48:30Z,39.92,9,0,0,0
OT_00729,Instalación,Baja,Centro,Call center,168,Cerrada,2026-03-18T20:47:29Z,2026-03-20T07:31:53Z,34.74,11,2,1,0
OT_00730,Instalación,Media,Sur,Call center,96,Cerrada,2026-03-30T21:39:09Z,2026-03-31T21:16:57Z,23.63,9,0,0,0
OT_00731,Mantenimiento,Baja,Oeste,Comercial,168,Cerrada,2026-02-18T05:05:03Z,2026-02-19T03:33:15Z,22.47,9,0,0,0
OT_00732,Reparación,Baja,Este,Web,168,Cerrada,2026-03-10T14:47:51Z,2026-03-12T19:56:15Z,53.14,13,4,1,0
OT_00733,Mantenimiento,Baja,Norte,Web,168,Cerrada,2026-02-23T07:50:11Z,2026-02-24T20:00:23Z,36.17,9,0,0,0
OT_00734,Reparación,Alta,Este,Web,48,Cerrada,2026-01-20T19:07:28Z,2026-01-21T21:50:04Z,26.71,9,0,0,0
OT_00735,Instalación,Alta,Centro,Web,48,Cerrada,2026-02-27T11:00:23Z,2026-03-01T04:39:59Z,41.66,9,0,0,0
OT_00736,Instalación,Alta,Oeste,Sistema,48,Cerrada,2026-03-15T02:12:14Z,2026-03-16T12:36:50Z,34.41,9,0,0,0
OT_00737,Instalación,Media,Norte,Comercial,96,Cerrada,2026-02-15T22:46:08Z,2026-02-16T15:47:20Z,17.02,9,0,0,0
OT_00738,Mantenimiento,Baja,Sur,Call center,168,Cerrada,2026-01-10T05:41:22Z,2026-01-11T18:38:58Z,36.96,9,0,0,0
OT_00739,Reparación,Media,Sur,Sistema,96,Cerrada,2026-03-28T04:55:53Z,2026-03-28T18:07:17Z,13.19,9,0,0,0
OT_00740,Reparación,Alta,Sur,Call center,48,Cerrada,2026-02-07T03:44:18Z,2026-02-08T10:51:30Z,31.12,9,0,0,0
OT_00741,Reparación,Baja,Sur,Call center,168,Cerrada,2026-02-06T21:24:39Z,2026-02-10T00:26:27Z,75.03,15,6,1,0
OT_00742,Mantenimiento,Baja,Oeste,Web,168,Cerrada,2026-02-14T21:42:06Z,2026-02-16T09:19:18Z,35.62,9,0,0,0
OT_00743,Mantenimiento,Alta,Este,Sistema,48,Cerrada,2026-03-14T11:30:33Z,2026-03-15T09:14:57Z,21.74,9,0,0,0
OT_00744,Reparación,Media,Norte,Call center,96,Cerrada,2026-01-26T05:38:54Z,2026-01-27T09:20:54Z,27.7,11,2,1,0
OT_00745,Reparación,Media,Norte,Call center,96,Cerrada,2026-03-25T03:36:26Z,2026-03-26T15:46:02Z,36.16,9,0,0,0
OT_00746,Instalación,Alta,Oeste,Comercial,48,Cerrada,2026-03-03T00:37:41Z,2026-03-04T03:20:17Z,26.71,9,0,0,0
OT_00747,Instalación,Media,Centro,Call center,96,Cerrada,2026-03-08T23:12:52Z,2026-03-10T06:14:04Z,31.02,9,0,0,0
OT_00748,Instalación,Media,Este,Call center,96,Cerrada,2026-02-21T04:42:32Z,2026-02-22T01:49:44Z,21.12,9,0,0,0
OT_00749,Reparación,Alta,Centro,Sistema,48,Cerrada,2026-02-07T01:53:57Z,2026-02-08T10:50:21Z,32.94,9,0,0,0
OT_00750,Reparación,Media,Norte,Web,96,Cerrada,2026-03-15T00:31:46Z,2026-03-18T08:29:58Z,79.97,17,8,1,0
OT_00751,Mantenimiento,Baja,Norte,Sistema,168,Cerrada,2026-03-18T11:38:41Z,2026-03-21T09:44:05Z,70.09,15,6,1,0
OT_00752,Inspección,Alta,Oeste,Comercial,48,Cerrada,2026-03-01T13:51:30Z,2026-03-03T03:42:30Z,37.85,13,4,1,0
OT_00753,Reparación,Media,Oeste,Web,96,Cerrada,2026-02-10T04:03:30Z,2026-02-11T19:17:54Z,39.24,11,2,1,0
